Logarithmic_mean (with adaptive stepsize),Logarithmic_std (with adaptive stepsize),Quadratic_mean (with adaptive stepsize),Quadratic_std (with adaptive stepsize),Boltzmann_mean (with adaptive stepsize),Boltzmann_std (with adaptive stepsize)
4.141459472962856,0.2185301275793814,5.026445425693588,0.24774233552160416,4.436618392494089,0.2162822483488878
4.141460615253326,0.21853029240638172,5.0100866738945795,0.24696031405416188,4.436618392494089,0.2162822483488878
4.141454851960102,0.21852946102963222,4.994176221594362,0.24620003915656716,4.436618392494089,0.2162822483488878
4.141456579746287,0.21852971020681783,4.9786949733623995,0.24545983378909464,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.9636280759954525,0.24473909802336602,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.948958435864671,0.24403769483877938,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.934670533648452,0.2433541431003194,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.920751499545669,0.2426881484191554,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.9071867052763025,0.24203904363744846,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.893963260192953,0.2414061070692658,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.8810691708767395,0.24078889845118345,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.868491619939826,0.2401867355368295,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.856220662911827,0.23959918782699827,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.844244231802313,0.23902557474662783,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.832552523111518,0.23846556841925556,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.821136465890353,0.23791866270963877,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.809985688552381,0.23738444148151777,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.799091417641736,0.23686242972680646,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.788445677761717,0.23635224097478896,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.7780399066200925,0.235853485917508,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.767865748263068,0.23536575592099568,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.7579167631580015,0.23488880953817115,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.748184779781125,0.23442213134460577,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.738663279702848,0.23396556413498545,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.729345785138519,0.2335187017058318,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.7202258944006585,0.23308124771340816,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.711297178621883,0.2326529753168723,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.702554206978087,0.23223349687099526,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.6939911416280555,0.23182262316212926,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.685602626834487,0.23142015470572933,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.677383290395199,0.23102565327129368,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.669328541505229,0.2306390876054342,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.6614333341336245,0.23026012145128527,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.6536930915819035,0.2298885286380257,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.646103501793377,0.2295241897606856,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.638659835567263,0.2291667724964498,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.631358671334962,0.22881618038043214,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.624195706568932,0.22847222303986892,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.617166874192878,0.228134650250959,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.610268797684734,0.22780332390447794,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.603498023203128,0.22747810769019106,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.596850814761771,0.22715878688543786,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.590323814589647,0.22684519826087585,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.5839143315865165,0.22653725714081105,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.577618901045092,0.22623477631262232,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.5714344229396815,0.22593757784395235,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.565358518837043,0.22564560006239404,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.559387884230976,0.2253586416986678,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.553520030894874,0.22507661473428267,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.547752618406701,0.22479938123268378,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.542082739510166,0.2245268351629262,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.536508073792363,0.2242588385217023,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.531026586407101,0.223995284411831,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.525635539414189,0.22373610714088632,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.520332983041837,0.2234811374553317,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.51511695318276,0.2232303019070283,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.509984904182235,0.22298352009266517,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.504935270262374,0.2227406529482066,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.499966002132414,0.22250165373983993,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.495075049724705,0.22226641709542505,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.490260857479599,0.22203483647956102,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.4855215011116965,0.22180684603491665,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.48085519726039,0.22158237819814275,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.476260552004091,0.22136131672103332,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.471735643226309,0.22114361257003287,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.467279036720603,0.22092918786282675,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.462889402034374,0.22071795621630882,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.4585650074688195,0.22050987851460915,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.454304410080285,0.22030484612003384,4.436618392494089,0.2162822483488878
